% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.028	1	0	28	1509.78	0
0.029	1	0	29	644.849	0
0.03	1	0	30	701.766	0
0.031	1	0	31	706.814	0
0.032	1	0	32	664.828	0
0.033	1	0	33	4974.94	0
0.034	1	0	34	551.589	0
0.035	1	0	35	3234.76	0
0.036	1	0	36	936.25	0
0.039	1	0	39	547.364	0
0.04	1	0	40	911.841	0
