timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
1778855770139,00015,63,50,1,0,1,32.442701,112.000000
1778855770139,00008,63,50,1,0,1,33.930232,115.000000
1778855770139,00030,63,50,1,0,1,30.648777,108.000000
1778855770139,00026,63,50,1,0,1,33.426834,114.000000
1778855770139,00031,63,50,1,0,1,28.986468,105.000000
1778855770139,00004,63,50,1,0,1,33.930241,115.000000
1778855770139,00018,63,50,1,0,1,38.356292,124.000000
1778855770139,00034,63,50,1,0,1,31.821749,111.000000
1778855770139,00041,63,50,1,0,1,32.253002,111.000000
1778855770139,00063,63,50,1,0,1,29.773584,106.000000
1778855770139,00009,63,50,1,0,1,30.915652,109.000000
1778855770139,00028,63,50,1,0,1,35.971376,119.000000
1778855770139,00043,63,50,1,0,1,28.741772,104.000000
1778855770139,00040,63,50,1,0,1,34.300067,116.000000
1778855770139,00020,63,50,1,0,1,31.369460,110.000000
1778855770139,00037,63,50,1,0,1,32.265688,111.000000
1778855770139,00029,63,50,1,0,1,33.411974,114.000000
1778855770139,00038,63,50,1,0,1,34.305736,116.000000
1778855770139,00010,63,50,1,0,1,39.439038,126.000000
1778855770139,00053,63,50,1,0,1,34.316016,116.000000
1778855770139,00011,63,50,1,0,1,39.425536,126.000000
1778855770139,00016,63,50,1,0,1,29.896956,107.000000
1778855770139,00039,63,50,1,0,1,35.259010,117.000000
1778855770139,00046,63,50,1,0,1,31.747394,110.000000
1778855770139,00032,63,50,1,0,1,30.660999,108.000000
1778855770139,00045,63,50,1,0,1,31.283748,109.000000
1778855770139,00035,63,50,1,0,1,30.652452,108.000000
1778855770139,00051,63,50,1,0,1,33.148633,113.000000
1778855770139,00054,63,50,1,0,1,33.145870,113.000000
1778855770139,00062,63,50,1,0,1,30.832633,109.000000
1778855770139,00007,63,50,1,0,1,30.927350,109.000000
1778855770139,00056,63,50,1,0,1,29.771831,106.000000
1778855770139,00042,63,50,1,0,1,30.142915,107.000000
1778855770139,00023,63,50,1,0,1,32.344235,112.000000
1778855770139,00027,63,50,1,0,1,35.960958,119.000000
1778855770139,00033,63,50,1,0,1,31.815070,111.000000
1778855770139,00014,63,50,1,0,1,32.452885,112.000000
1778855770139,00055,63,50,1,0,1,31.473364,110.000000
1778855770139,00017,63,50,1,0,1,35.360489,118.000000
1778855770139,00044,63,50,1,0,1,30.154770,107.000000
1778855770139,00060,63,50,1,0,1,31.474059,110.000000
1778855770139,00022,63,50,1,0,1,31.377564,110.000000
1778855770139,00006,63,50,1,0,1,33.920615,115.000000
1778855770139,00048,63,50,1,0,1,30.142915,107.000000
1778855770139,00003,63,50,1,0,1,30.924338,109.000000
1778855770139,00005,63,50,1,0,1,79.813217,127.000000
1778855770139,00047,63,50,1,0,1,31.286110,109.000000
1778855770139,00019,63,50,1,0,1,35.346322,118.000000
1778855770139,00024,63,50,1,0,1,31.369004,110.000000
1778855770139,00058,63,50,1,0,1,29.777965,106.000000
1778855770139,00052,63,50,1,0,1,34.320472,116.000000
1778855770139,00013,63,50,1,0,1,29.902998,107.000000
1778855770139,00057,63,50,1,0,1,28.554723,104.000000
1778855770139,00059,63,50,1,0,1,30.836122,109.000000
1778855770139,00049,63,50,1,0,1,28.732232,104.000000
1778855770139,00002,63,50,1,0,1,33.930232,115.000000
1778855770139,00001,63,50,1,0,1,30.927957,109.000000
1778855770139,00021,63,50,1,0,1,29.332768,105.000000
1778855770139,00050,63,50,1,0,1,31.487048,110.000000
1778855770139,00061,63,50,1,0,1,31.478998,110.000000
1778855770139,00036,63,50,1,0,1,28.975391,105.000000
1778855770139,00025,63,50,1,0,1,29.331391,105.000000
1778855770139,00012,63,50,1,0,1,32.441933,112.000000
1778855770239,00015,63,63,1,0,1,32.435760,112.000000
1778855770239,00008,63,63,1,0,1,33.930207,115.000000
1778855770239,00030,63,63,1,0,1,30.640853,108.000000
1778855770239,00026,63,63,1,0,1,33.434941,114.000000
1778855770239,00031,63,63,1,0,1,28.991121,105.000000
1778855770239,00004,63,63,1,0,1,33.930241,115.000000
1778855770239,00018,63,63,1,0,1,38.345545,124.000000
1778855770239,00034,63,63,1,0,1,31.821749,111.000000
1778855770239,00041,63,63,1,0,1,32.247096,111.000000
1778855770239,00063,63,63,1,0,1,29.769203,106.000000
1778855770239,00009,63,63,1,0,1,30.911309,109.000000
1778855770239,00028,63,63,1,0,1,35.971376,119.000000
1778855770239,00043,63,63,1,0,1,28.746417,104.000000
1778855770239,00040,63,63,1,0,1,34.300067,116.000000
1778855770239,00020,63,63,1,0,1,31.361362,110.000000
1778855770239,00037,63,63,1,0,1,32.272464,111.000000
1778855770239,00029,63,63,1,0,1,33.405225,114.000000
1778855770239,00038,63,63,1,0,1,34.311394,116.000000
1778855770239,00010,63,63,1,0,1,39.439038,126.000000
1778855770239,00053,63,63,1,0,1,34.311557,116.000000
1778855770239,00011,63,63,1,0,1,39.412052,126.000000
1778855770239,00016,63,63,1,0,1,29.896956,107.000000
1778855770239,00039,63,63,1,0,1,35.248895,117.000000
1778855770239,00046,63,63,1,0,1,31.747394,110.000000
1778855770239,00032,63,63,1,0,1,30.665285,108.000000
1778855770239,00045,63,63,1,0,1,31.277673,109.000000
1778855770239,00035,63,63,1,0,1,30.648195,108.000000
1778855770239,00051,63,63,1,0,1,33.141826,113.000000
1778855770239,00054,63,63,1,0,1,33.136305,113.000000
1778855770239,00062,63,63,1,0,1,30.829270,109.000000
1778855770239,00007,63,63,1,0,1,30.934706,109.000000
1778855770239,00056,63,63,1,0,1,29.765700,106.000000
1778855770239,00042,63,63,1,0,1,30.135430,107.000000
1778855770239,00023,63,63,1,0,1,32.341817,112.000000
1778855770239,00027,63,63,1,0,1,35.950552,119.000000
1778855770239,00033,63,63,1,0,1,31.808396,110.000000
1778855770239,00014,63,63,1,0,1,32.456113,112.000000
1778855770239,00055,63,63,1,0,1,31.466165,110.000000
1778855770239,00017,63,63,1,0,1,35.364098,118.000000
1778855770239,00044,63,63,1,0,1,30.159131,107.000000
1778855770239,00060,63,63,1,0,1,31.467557,110.000000
1778855770239,00022,63,63,1,0,1,31.377564,110.000000
1778855770239,00006,63,63,1,0,1,33.910994,115.000000
1778855770239,00048,63,63,1,0,1,30.135430,107.000000
1778855770239,00003,63,63,1,0,1,30.928681,109.000000
1778855770239,00005,63,63,1,0,1,79.424437,127.000000
1778855770239,00047,63,63,1,0,1,31.282394,109.000000
1778855770239,00019,63,63,1,0,1,35.335770,118.000000
1778855770239,00024,63,63,1,0,1,31.360452,110.000000
1778855770239,00058,63,63,1,0,1,29.777965,106.000000
1778855770239,00052,63,63,1,0,1,34.320472,116.000000
1778855770239,00013,63,63,1,0,1,29.909039,107.000000
1778855770239,00057,63,63,1,0,1,28.551414,104.000000
1778855770239,00059,63,63,1,0,1,30.836250,109.000000
1778855770239,00049,63,63,1,0,1,28.727337,104.000000
1778855770239,00002,63,63,1,0,1,33.930207,115.000000
1778855770239,00001,63,63,1,0,1,30.935919,109.000000
1778855770239,00021,63,63,1,0,1,29.329149,105.000000
1778855770239,00050,63,63,1,0,1,31.493533,110.000000
1778855770239,00061,63,63,1,0,1,31.477421,110.000000
1778855770239,00036,63,63,1,0,1,28.968973,105.000000
1778855770239,00025,63,63,1,0,1,29.326394,105.000000
1778855770239,00012,63,63,1,0,1,32.434222,112.000000
1778855770339,00015,63,63,1,0,1,32.428823,112.000000
1778855770339,00008,63,63,1,0,1,33.930164,115.000000
1778855770339,00030,63,63,1,0,1,30.632936,108.000000
1778855770339,00026,63,63,1,0,1,33.443048,114.000000
1778855770339,00031,63,63,1,0,1,28.995774,105.000000
1778855770339,00004,63,63,1,0,1,33.930241,115.000000
1778855770339,00018,63,63,1,0,1,38.334781,124.000000
1778855770339,00034,63,63,1,0,1,31.821749,111.000000
1778855770339,00041,63,63,1,0,1,32.241193,111.000000
1778855770339,00063,63,63,1,0,1,29.764824,106.000000
1778855770339,00009,63,63,1,0,1,30.906967,109.000000
1778855770339,00028,63,63,1,0,1,35.971376,119.000000
1778855770339,00043,63,63,1,0,1,28.751061,104.000000
1778855770339,00040,63,63,1,0,1,34.300067,116.000000
1778855770339,00020,63,63,1,0,1,31.353269,110.000000
1778855770339,00037,63,63,1,0,1,32.279240,111.000000
1778855770339,00029,63,63,1,0,1,33.398480,114.000000
1778855770339,00038,63,63,1,0,1,34.317040,116.000000
1778855770339,00010,63,63,1,0,1,39.439038,126.000000
1778855770339,00053,63,63,1,0,1,34.307095,116.000000
1778855770339,00011,63,63,1,0,1,39.398585,126.000000
1778855770339,00016,63,63,1,0,1,29.896956,107.000000
1778855770339,00039,63,63,1,0,1,35.238791,117.000000
1778855770339,00046,63,63,1,0,1,31.747394,110.000000
1778855770339,00032,63,63,1,0,1,30.669567,108.000000
1778855770339,00045,63,63,1,0,1,31.271603,109.000000
1778855770339,00035,63,63,1,0,1,30.643940,108.000000
1778855770339,00051,63,63,1,0,1,33.135022,113.000000
1778855770339,00054,63,63,1,0,1,33.126748,113.000000
1778855770339,00062,63,63,1,0,1,30.825901,109.000000
1778855770339,00007,63,63,1,0,1,30.942061,109.000000
1778855770339,00056,63,63,1,0,1,29.759570,106.000000
1778855770339,00042,63,63,1,0,1,30.127951,107.000000
1778855770339,00023,63,63,1,0,1,32.339395,112.000000
1778855770339,00027,63,63,1,0,1,35.940158,119.000000
1778855770339,00033,63,63,1,0,1,31.801727,110.000000
1778855770339,00014,63,63,1,0,1,32.459331,112.000000
1778855770339,00055,63,63,1,0,1,31.458967,110.000000
1778855770339,00017,63,63,1,0,1,35.367700,118.000000
1778855770339,00044,63,63,1,0,1,30.163489,107.000000
1778855770339,00060,63,63,1,0,1,31.461056,110.000000
1778855770339,00022,63,63,1,0,1,31.377564,110.000000
1778855770339,00006,63,63,1,0,1,33.901380,115.000000
1778855770339,00048,63,63,1,0,1,30.127951,107.000000
1778855770339,00003,63,63,1,0,1,30.933024,109.000000
1778855770339,00005,63,63,1,0,1,78.845052,127.000000
1778855770339,00047,63,63,1,0,1,31.278676,109.000000
1778855770339,00019,63,63,1,0,1,35.325218,118.000000
1778855770339,00024,63,63,1,0,1,31.351909,110.000000
1778855770339,00058,63,63,1,0,1,29.777965,106.000000
1778855770339,00052,63,63,1,0,1,34.320472,116.000000
1778855770339,00013,63,63,1,0,1,29.915081,107.000000
1778855770339,00057,63,63,1,0,1,28.548105,104.000000
1778855770339,00059,63,63,1,0,1,30.836375,109.000000
1778855770339,00049,63,63,1,0,1,28.722442,104.000000
1778855770339,00002,63,63,1,0,1,33.930164,115.000000
1778855770339,00001,63,63,1,0,1,30.943881,109.000000
1778855770339,00021,63,63,1,0,1,29.325530,105.000000
1778855770339,00050,63,63,1,0,1,31.500018,110.000000
1778855770339,00061,63,63,1,0,1,31.475830,110.000000
1778855770339,00036,63,63,1,0,1,28.962559,105.000000
1778855770339,00025,63,63,1,0,1,29.321398,105.000000
1778855770339,00012,63,63,1,0,1,32.426514,112.000000
1778855770439,00015,63,63,1,0,1,32.421892,112.000000
1778855770439,00008,63,63,1,0,1,33.930105,115.000000
1778855770439,00030,63,63,1,0,1,30.625026,108.000000
1778855770439,00026,63,63,1,0,1,33.451154,114.000000
1778855770439,00031,63,63,1,0,1,29.000427,105.000000
1778855770439,00004,63,63,1,0,1,33.930241,115.000000
1778855770439,00018,63,63,1,0,1,38.324002,124.000000
1778855770439,00034,63,63,1,0,1,31.821749,111.000000
1778855770439,00041,63,63,1,0,1,32.235293,111.000000
1778855770439,00063,63,63,1,0,1,29.760446,106.000000
1778855770439,00009,63,63,1,0,1,30.902624,109.000000
1778855770439,00028,63,63,1,0,1,35.971376,119.000000
1778855770439,00043,63,63,1,0,1,28.755706,104.000000
1778855770439,00040,63,63,1,0,1,34.300067,116.000000
1778855770439,00020,63,63,1,0,1,31.345183,110.000000
1778855770439,00037,63,63,1,0,1,32.286017,111.000000
1778855770439,00029,63,63,1,0,1,33.391740,114.000000
1778855770439,00038,63,63,1,0,1,34.322676,116.000000
1778855770439,00010,63,63,1,0,1,39.439038,126.000000
1778855770439,00053,63,63,1,0,1,34.302630,116.000000
1778855770439,00011,63,63,1,0,1,39.385134,126.000000
1778855770439,00016,63,63,1,0,1,29.896956,107.000000
1778855770439,00039,63,63,1,0,1,35.228699,117.000000
1778855770439,00046,63,63,1,0,1,31.747394,110.000000
1778855770439,00032,63,63,1,0,1,30.673846,108.000000
1778855770439,00045,63,63,1,0,1,31.265536,109.000000
1778855770439,00035,63,63,1,0,1,30.639685,108.000000
1778855770439,00051,63,63,1,0,1,33.128222,113.000000
1778855770439,00054,63,63,1,0,1,33.117199,113.000000
1778855770439,00062,63,63,1,0,1,30.822527,108.000000
1778855770439,00007,63,63,1,0,1,30.949416,109.000000
1778855770439,00056,63,63,1,0,1,29.753443,106.000000
1778855770439,00042,63,63,1,0,1,30.120479,107.000000
1778855770439,00023,63,63,1,0,1,32.336970,112.000000
1778855770439,00027,63,63,1,0,1,35.929774,119.000000
1778855770439,00033,63,63,1,0,1,31.795063,110.000000
1778855770439,00014,63,63,1,0,1,32.462540,112.000000
1778855770439,00055,63,63,1,0,1,31.451768,110.000000
1778855770439,00017,63,63,1,0,1,35.371296,118.000000
1778855770439,00044,63,63,1,0,1,30.167845,107.000000
1778855770439,00060,63,63,1,0,1,31.454556,110.000000
1778855770439,00022,63,63,1,0,1,31.377564,110.000000
1778855770439,00006,63,63,1,0,1,33.891772,115.000000
1778855770439,00048,63,63,1,0,1,30.120479,107.000000
