timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
1778854283612,00015,63,50,1,0,1,32.442701,112.000000
1778854283612,00008,63,50,1,0,1,33.930232,115.000000
1778854283612,00030,63,50,1,0,1,30.648777,108.000000
1778854283612,00026,63,50,1,0,1,33.426834,114.000000
1778854283612,00031,63,50,1,0,1,28.986468,105.000000
1778854283612,00004,63,50,1,0,1,33.930241,115.000000
1778854283612,00018,63,50,1,0,1,38.356292,124.000000
1778854283612,00034,63,50,1,0,1,31.821749,111.000000
1778854283612,00041,63,50,1,0,1,32.253002,111.000000
1778854283612,00063,63,50,1,0,1,29.773584,106.000000
1778854283612,00009,63,50,1,0,1,30.915652,109.000000
1778854283612,00028,63,50,1,0,1,35.971376,119.000000
1778854283612,00043,63,50,1,0,1,28.741772,104.000000
1778854283612,00040,63,50,1,0,1,34.300067,116.000000
1778854283612,00020,63,50,1,0,1,31.369460,110.000000
1778854283612,00037,63,50,1,0,1,32.265688,111.000000
1778854283612,00029,63,50,1,0,1,33.411974,114.000000
1778854283612,00038,63,50,1,0,1,34.305736,116.000000
1778854283612,00010,63,50,1,0,1,39.439038,126.000000
1778854283612,00053,63,50,1,0,1,34.316016,116.000000
1778854283612,00011,63,50,1,0,1,39.425536,126.000000
1778854283612,00016,63,50,1,0,1,29.896956,107.000000
1778854283612,00039,63,50,1,0,1,35.259010,117.000000
1778854283612,00046,63,50,1,0,1,31.747394,110.000000
1778854283612,00032,63,50,1,0,1,30.660999,108.000000
1778854283612,00045,63,50,1,0,1,31.283748,109.000000
1778854283612,00035,63,50,1,0,1,30.652452,108.000000
1778854283612,00051,63,50,1,0,1,33.148633,113.000000
1778854283612,00054,63,50,1,0,1,33.145870,113.000000
1778854283612,00062,63,50,1,0,1,30.832633,109.000000
1778854283612,00007,63,50,1,0,1,30.927350,109.000000
1778854283612,00056,63,50,1,0,1,29.771831,106.000000
1778854283612,00042,63,50,1,0,1,30.142915,107.000000
1778854283612,00023,63,50,1,0,1,32.344235,112.000000
1778854283612,00027,63,50,1,0,1,35.960958,119.000000
1778854283612,00033,63,50,1,0,1,31.815070,111.000000
1778854283612,00014,63,50,1,0,1,32.452885,112.000000
1778854283612,00055,63,50,1,0,1,31.473364,110.000000
1778854283612,00017,63,50,1,0,1,35.360489,118.000000
1778854283612,00044,63,50,1,0,1,30.154770,107.000000
1778854283612,00060,63,50,1,0,1,31.474059,110.000000
1778854283612,00022,63,50,1,0,1,31.377564,110.000000
1778854283612,00006,63,50,1,0,1,33.920615,115.000000
1778854283612,00048,63,50,1,0,1,30.142915,107.000000
1778854283612,00003,63,50,1,0,1,30.924338,109.000000
1778854283612,00005,63,50,1,0,1,79.813217,127.000000
1778854283612,00047,63,50,1,0,1,31.286110,109.000000
1778854283612,00019,63,50,1,0,1,35.346322,118.000000
1778854283612,00024,63,50,1,0,1,31.369004,110.000000
1778854283612,00058,63,50,1,0,1,29.777965,106.000000
1778854283612,00052,63,50,1,0,1,34.320472,116.000000
1778854283612,00013,63,50,1,0,1,29.902998,107.000000
1778854283612,00057,63,50,1,0,1,28.554723,104.000000
1778854283612,00059,63,50,1,0,1,30.836122,109.000000
1778854283612,00049,63,50,1,0,1,28.732232,104.000000
1778854283612,00002,63,50,1,0,1,33.930232,115.000000
1778854283612,00001,63,50,1,0,1,30.927957,109.000000
1778854283612,00021,63,50,1,0,1,29.332768,105.000000
1778854283612,00050,63,50,1,0,1,31.487048,110.000000
1778854283612,00061,63,50,1,0,1,31.478998,110.000000
1778854283612,00036,63,50,1,0,1,28.975391,105.000000
1778854283612,00025,63,50,1,0,1,29.331391,105.000000
1778854283612,00012,63,50,1,0,1,32.441933,112.000000
1778854283712,00015,63,63,1,0,1,32.435760,112.000000
1778854283712,00008,63,63,1,0,1,33.930207,115.000000
1778854283712,00030,63,63,1,0,1,30.640853,108.000000
1778854283712,00026,63,63,1,0,1,33.434941,114.000000
1778854283712,00031,63,63,1,0,1,28.991121,105.000000
1778854283712,00004,63,63,1,0,1,33.930241,115.000000
1778854283712,00018,63,63,1,0,1,38.345545,124.000000
1778854283712,00034,63,63,1,0,1,31.821749,111.000000
1778854283712,00041,63,63,1,0,1,32.247096,111.000000
1778854283712,00063,63,63,1,0,1,29.769203,106.000000
1778854283712,00009,63,63,1,0,1,30.911309,109.000000
1778854283712,00028,63,63,1,0,1,35.971376,119.000000
1778854283712,00043,63,63,1,0,1,28.746417,104.000000
1778854283712,00040,63,63,1,0,1,34.300067,116.000000
1778854283712,00020,63,63,1,0,1,31.361362,110.000000
1778854283712,00037,63,63,1,0,1,32.272464,111.000000
1778854283712,00029,63,63,1,0,1,33.405225,114.000000
1778854283712,00038,63,63,1,0,1,34.311394,116.000000
1778854283712,00010,63,63,1,0,1,39.439038,126.000000
1778854283712,00053,63,63,1,0,1,34.311557,116.000000
1778854283712,00011,63,63,1,0,1,39.412052,126.000000
1778854283712,00016,63,63,1,0,1,29.896956,107.000000
1778854283712,00039,63,63,1,0,1,35.248895,117.000000
1778854283712,00046,63,63,1,0,1,31.747394,110.000000
1778854283712,00032,63,63,1,0,1,30.665285,108.000000
1778854283712,00045,63,63,1,0,1,31.277673,109.000000
1778854283712,00035,63,63,1,0,1,30.648195,108.000000
1778854283712,00051,63,63,1,0,1,33.141826,113.000000
1778854283712,00054,63,63,1,0,1,33.136305,113.000000
1778854283712,00062,63,63,1,0,1,30.829270,109.000000
1778854283712,00007,63,63,1,0,1,30.934706,109.000000
1778854283712,00056,63,63,1,0,1,29.765700,106.000000
1778854283712,00042,63,63,1,0,1,30.135430,107.000000
1778854283712,00023,63,63,1,0,1,32.341817,112.000000
1778854283712,00027,63,63,1,0,1,35.950552,119.000000
1778854283712,00033,63,63,1,0,1,31.808396,110.000000
1778854283712,00014,63,63,1,0,1,32.456113,112.000000
1778854283712,00055,63,63,1,0,1,31.466165,110.000000
1778854283712,00017,63,63,1,0,1,35.364098,118.000000
1778854283712,00044,63,63,1,0,1,30.159131,107.000000
1778854283712,00060,63,63,1,0,1,31.467557,110.000000
1778854283712,00022,63,63,1,0,1,31.377564,110.000000
1778854283712,00006,63,63,1,0,1,33.910994,115.000000
1778854283712,00048,63,63,1,0,1,30.135430,107.000000
1778854283712,00003,63,63,1,0,1,30.928681,109.000000
1778854283712,00005,63,63,1,0,1,79.424437,127.000000
1778854283712,00047,63,63,1,0,1,31.282394,109.000000
1778854283712,00019,63,63,1,0,1,35.335770,118.000000
1778854283712,00024,63,63,1,0,1,31.360452,110.000000
1778854283712,00058,63,63,1,0,1,29.777965,106.000000
1778854283712,00052,63,63,1,0,1,34.320472,116.000000
1778854283712,00013,63,63,1,0,1,29.909039,107.000000
1778854283712,00057,63,63,1,0,1,28.551414,104.000000
1778854283712,00059,63,63,1,0,1,30.836250,109.000000
1778854283712,00049,63,63,1,0,1,28.727337,104.000000
1778854283712,00002,63,63,1,0,1,33.930207,115.000000
1778854283712,00001,63,63,1,0,1,30.935919,109.000000
1778854283712,00021,63,63,1,0,1,29.329149,105.000000
1778854283712,00050,63,63,1,0,1,31.493533,110.000000
1778854283712,00061,63,63,1,0,1,31.477421,110.000000
