timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID (txPdcpPduNrRlc)
1778854283612,00018,,,,,,,,,,,,,
1778854283612,00029,,,,,,,,,,,,,
1778854283612,00030,,,,,,,,,,,,,
1778854283612,00040,,,,,,,,,,,,,
1778854283612,00041,,,,,,,,,,,,,
1778854283612,00049,,,,,,,,,,,,,
1778854283612,00051,,,,,,,,,,,,,
1778854283612,00053,,,,,,,,,,,,,
1778854283612,00063,,,,,,,,,,,,,
1778854283612,00025,,,,,,,,,,,,,
1778854283712,00018,,,,,,,,,,,,,
1778854283712,00029,,,,,,,,,,,,,
1778854283712,00030,,,,,,,,,,,,,
1778854283712,00040,,,,,,,,,,,,,
1778854283712,00041,,,,,,,,,,,,,
1778854283712,00049,,,,,,,,,,,,,
1778854283712,00051,,,,,,,,,,,,,
1778854283712,00053,,,,,,,,,,,,,
1778854283712,00063,,,,,,,,,,,,,
1778854283712,00025,,,,,,,,,,,,,
1778854283812,00018,,,,,,,,,,,,,
1778854283812,00029,,,,,,,,,,,,,
1778854283812,00030,,,,,,,,,,,,,
1778854283812,00040,,,,,,,,,,,,,
1778854283812,00041,,,,,,,,,,,,,
1778854283812,00049,,,,,,,,,,,,,
1778854283812,00051,,,,,,,,,,,,,
1778854283812,00053,,,,,,,,,,,,,
1778854283812,00063,,,,,,,,,,,,,
1778854283812,00025,,,,,,,,,,,,,
1778854283912,00018,,,,,,,,,,,,,
1778854283912,00029,,,,,,,,,,,,,
1778854283912,00030,,,,,,,,,,,,,
1778854283912,00040,,,,,,,,,,,,,
1778854283912,00041,,,,,,,,,,,,,
1778854283912,00049,,,,,,,,,,,,,
1778854283912,00051,,,,,,,,,,,,,
1778854283912,00053,,,,,,,,,,,,,
1778854283912,00063,,,,,,,,,,,,,
1778854283912,00025,,,,,,,,,,,,,
1778854284012,00018,,,,,,,,,,,,,
1778854284012,00029,,,,,,,,,,,,,
1778854284012,00030,,,,,,,,,,,,,
1778854284012,00040,,,,,,,,,,,,,
1778854284012,00041,,,,,,,,,,,,,
1778854284012,00049,,,,,,,,,,,,,
1778854284012,00051,,,,,,,,,,,,,
1778854284012,00053,,,,,,,,,,,,,
1778854284012,00063,,,,,,,,,,,,,
1778854284012,00025,,,,,,,,,,,,,
1778854284112,00018,,,,,,,,,,,,,
1778854284112,00029,,,,,,,,,,,,,
1778854284112,00030,,,,,,,,,,,,,
1778854284112,00040,,,,,,,,,,,,,
1778854284112,00041,,,,,,,,,,,,,
1778854284112,00049,,,,,,,,,,,,,
1778854284112,00051,,,,,,,,,,,,,
1778854284112,00053,,,,,,,,,,,,,
1778854284112,00063,,,,,,,,,,,,,
1778854284112,00025,,,,,,,,,,,,,
1778854284212,00018,,,,,,,,,,,,,
1778854284212,00029,,,,,,,,,,,,,
1778854284212,00030,,,,,,,,,,,,,
1778854284212,00040,,,,,,,,,,,,,
1778854284212,00041,,,,,,,,,,,,,
1778854284212,00049,,,,,,,,,,,,,
1778854284212,00051,,,,,,,,,,,,,
1778854284212,00053,,,,,,,,,,,,,
1778854284212,00063,,,,,,,,,,,,,
1778854284212,00025,,,,,,,,,,,,,
1778854284312,00018,,,,,,,,,,,,,
1778854284312,00029,,,,,,,,,,,,,
1778854284312,00030,,,,,,,,,,,,,
1778854284312,00040,,,,,,,,,,,,,
1778854284312,00041,,,,,,,,,,,,,
1778854284312,00049,,,,,,,,,,,,,
1778854284312,00051,,,,,,,,,,,,,
1778854284312,00053,,,,,,,,,,,,,
1778854284312,00063,,,,,,,,,,,,,
1778854284312,00025,,,,,,,,,,,,,
1778854284412,00018,,,,,,,,,,,,,
1778854284412,00029,,,,,,,,,,,,,
1778854284412,00030,,,,,,,,,,,,,
1778854284412,00040,,,,,,,,,,,,,
1778854284412,00041,,,,,,,,,,,,,
1778854284412,00049,,,,,,,,,,,,,
1778854284412,00051,,,,,,,,,,,,,
1778854284412,00053,,,,,,,,,,,,,
1778854284412,00063,,,,,,,,,,,,,
1778854284412,00025,,,,,,,,,,,,,
