% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.028	1	0	28	3660.5	0
0.029	1	0	29	1569.9	0
0.03	1	0	30	2269.14	0
0.031	1	0	31	636.424	0
0.032	1	0	32	554.91	0
0.033	1	0	33	886.327	0
0.034	1	0	34	576.239	0
0.035	1	0	35	3951.68	0
0.036	1	0	36	2265.46	0
0.037	1	0	37	810.599	0
0.038	1	0	38	1001.27	0
0.039	1	0	39	707.984	0
0.04	1	0	40	5326.04	0
