Timestamp UNIX Id State
0.1 1778852973903 2 1
0.1 1778852973903 3 1
0.1 1778852973903 4 1
0.1 1778852973903 5 1
0.1 1778852973903 6 1
0.1 1778852973903 7 1
0.1 1778852973903 8 1
0.105 1778852973908 2 1
0.105 1778852973908 3 1
0.105 1778852973908 4 1
0.105 1778852973908 5 1
0.105 1778852973908 6 1
0.105 1778852973908 7 1
0.105 1778852973908 8 1
