timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID(txPdcpPduNrRlc)
1778852973903,00015,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00008,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00030,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00026,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00031,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00004,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00018,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00034,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00041,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00063,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00009,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00028,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00043,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00040,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00020,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00037,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778852973903,00029,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
