timestamp,ueImsiComplete,DRB.PdcpSduDelayDl(cellAverageLatency),m_pDCPBytesUL(0),m_pDCPBytesDL(cellDlTxVolume),DRB.PdcpSduVolumeDl_Filter.UEID(txBytes),Tot.PdcpSduNbrDl.UEID(txDlPackets),DRB.PdcpSduBitRateDl.UEID(pdcpThroughput),DRB.PdcpSduDelayDl.UEID(pdcpLatency),txPdcpPduLteRlc,txPdcpPduBytesLteRlc,QosFlow.PdcpPduVolumeDL_Filter.UEID(txPdcpPduBytesNrRlc),DRB.PdcpPduNbrDl.Qos.UEID(txPdcpPduNrRlc)
1778853275122,00015,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00008,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00030,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00026,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00031,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00004,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00018,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00034,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00041,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00063,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00009,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00028,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00043,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00040,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00020,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00037,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00029,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00038,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00010,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00053,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00011,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00016,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00039,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00046,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00032,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00045,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00035,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00051,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00054,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00062,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00007,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00056,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00042,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00023,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00027,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00033,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00014,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00055,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00017,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00044,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00060,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00022,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00006,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00048,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00003,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00005,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00047,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00019,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00024,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00058,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00052,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00013,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00057,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00059,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00049,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00002,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00001,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00021,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00050,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00061,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00036,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00025,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
1778853275122,00012,0.000000,0,0,0,0,0.000000,0.000000,0,0,0.000000,0
