timestamp,ueImsiComplete,numActiveUes,RRC.ConnMean,DRB.EstabSucc.5QI.UEID (numDrb),DRB.RelActNbr.5QI.UEID (0),eNB id,sameCellSinr,sameCellSinr 3gpp encoded
1778856956858,00015,63,50,1,0,1,32.442701,112.000000
1778856956858,00008,63,50,1,0,1,33.930232,115.000000
1778856956858,00030,63,50,1,0,1,30.648777,108.000000
1778856956858,00026,63,50,1,0,1,33.426834,114.000000
1778856956858,00031,63,50,1,0,1,28.986468,105.000000
1778856956858,00004,63,50,1,0,1,33.930241,115.000000
1778856956858,00018,63,50,1,0,1,38.356292,124.000000
1778856956858,00034,63,50,1,0,1,31.821749,111.000000
1778856956858,00041,63,50,1,0,1,32.253002,111.000000
1778856956858,00063,63,50,1,0,1,29.773584,106.000000
1778856956858,00009,63,50,1,0,1,30.915652,109.000000
1778856956858,00028,63,50,1,0,1,35.971376,119.000000
1778856956858,00043,63,50,1,0,1,28.741772,104.000000
1778856956858,00040,63,50,1,0,1,34.300067,116.000000
1778856956858,00020,63,50,1,0,1,31.369460,110.000000
1778856956858,00037,63,50,1,0,1,32.265688,111.000000
1778856956858,00029,63,50,1,0,1,33.411974,114.000000
1778856956858,00038,63,50,1,0,1,34.305736,116.000000
1778856956858,00010,63,50,1,0,1,39.439038,126.000000
1778856956858,00053,63,50,1,0,1,34.316016,116.000000
1778856956858,00011,63,50,1,0,1,39.425536,126.000000
1778856956858,00016,63,50,1,0,1,29.896956,107.000000
1778856956858,00039,63,50,1,0,1,35.259010,117.000000
1778856956858,00046,63,50,1,0,1,31.747394,110.000000
1778856956858,00032,63,50,1,0,1,30.660999,108.000000
1778856956858,00045,63,50,1,0,1,31.283748,109.000000
1778856956858,00035,63,50,1,0,1,30.652452,108.000000
1778856956858,00051,63,50,1,0,1,33.148633,113.000000
1778856956858,00054,63,50,1,0,1,33.145870,113.000000
1778856956858,00062,63,50,1,0,1,30.832633,109.000000
1778856956858,00007,63,50,1,0,1,30.927350,109.000000
1778856956858,00056,63,50,1,0,1,29.771831,106.000000
1778856956858,00042,63,50,1,0,1,30.142915,107.000000
1778856956858,00023,63,50,1,0,1,32.344235,112.000000
1778856956858,00027,63,50,1,0,1,35.960958,119.000000
