Timestamp UNIX Id State
0.1 1778852337733 2 1
0.1 1778852337733 3 1
0.1 1778852337733 4 1
0.1 1778852337733 5 1
0.1 1778852337733 6 1
0.1 1778852337733 7 1
0.1 1778852337733 8 1
0.105 1778852337738 2 1
0.105 1778852337738 3 1
0.105 1778852337738 4 1
0.105 1778852337738 5 1
0.105 1778852337738 6 1
0.105 1778852337738 7 1
0.105 1778852337738 8 1
