Timestamp UNIX CellType CellId TotalTrackedUes BadSinrUes BadSinrPct ThresholdDb
0 1778731586226 LTE 1 0 0 0 -5
0 1778731586226 NR 2 0 0 0 -5
0 1778731586226 NR 3 0 0 0 -5
0 1778731586226 NR 4 0 0 0 -5
0 1778731586226 NR 5 0 0 0 -5
0 1778731586226 NR 6 0 0 0 -5
0 1778731586226 NR 7 0 0 0 -5
0 1778731586226 NR 8 0 0 0 -5
