% time	cellId	IMSI	RNTI	sinrLinear	componentCarrierId
0.028	1	0	28	564.698	0
0.029	1	0	29	1511.25	0
0.03	1	0	30	801.595	0
0.031	1	0	31	1229.36	0
0.032	1	0	32	538.231	0
0.033	1	0	33	557.814	0
0.034	1	0	34	975.048	0
0.035	1	0	35	1634.32	0
0.036	1	0	36	5324.06	0
0.037	1	0	37	568.225	0
0.038	1	0	38	670.275	0
0.039	1	0	39	991.498	0
0.04	1	0	40	903.333	0
